q_id,contents,category
47,"爲國在用才, 用非才, 則倒柄, 才非賢則隱削, 無才則 不得不倒, 無賢則不得不削。 所以選擇預養, 而不得無托籍抱屈之弊, 盜名驅市之劣, 何術救之? 吏幸遠京而恣其私, 民恃義倉而費其食, 國不慮(還)〔遠〕 而安姑息, 盜乘三耗而竊其强, 何術可救? 治戎在法, 法何得行? 仁暴之分際, _親之始終, 誅人無極法耶? 賢聖或罹, 撫頂不罰仁歟? 姦凶無懼, 聚兵散兵, 用兵罷兵, 何者難? 何者易? 得人死力, 何術? 得人死心, 何術? 天生豪傑, 必有以也, 天無私則每生如一矣。 業有大小, 何歟? 應世之臣有多少, 有有無。 何故生豪傑子大夫, 有撫世之志, 其各悉心以對。",策
48,"求賢試策, 專爲經綸, 若論筆墨之利鈍, 不如勿焉。 蓋堯、桀一性也, 而成敗殊, 漢、唐異代也, 而治亂同, 裵矩一人也, 而忠_別, 其故何也? 君誰不欲治安世, 何無有賢材? 欲治之心不切, 登庸之路常窄, 上無存_之慮, 下無挺奮之意, 君不能施化, 臣不能奉敎, 爲士者存, 則習於尋常, 先身先家, 先友後國, 喪則先國, 先友先家後身, 然則求賢之志安在? 今在朝之士, 皆嘗登第者也, 而未有免此病者, 豈予之暗昧不照歟, 豈大臣之姑息度日歟? 豈士風之日偸無操歟, 豈賢才之實無一人歟? 豈天運之代序然歟, 豈壅歟, 豈絞歟, 豈慝歟? 其有術乎, 逐條以對。",策
49,"若曰: 《易》何自而道, 具何自而法, 成四聖因天明人, 何故不同? 廣大悉備, 其與《詩》、《書》同否, 文之拘姜里, 周之困流言。 孔之厄陳、蔡, 昧於趨避而然歟? 演_支流, 卜筮萬端, 然則亦有所述作耶? 古人盡之耶? 焚龜而成, 黃裳而敗, 何者使之乖耶? 亦有理乎? 理者何理? 其悉陳之。",策
50,"予本不慣於詩, 而熟聞詩言志也。 志者, 心之所之; 之者, 發之所歸; 歸之所者旣形, 則發之原者可知。 所貴乎詩者, 吟詠自得於優游之際, 韻協於口, 義融於心, 德就於身, 功成於國, 無非詩之敎也。 故著《泮宮易齋》一篇五章。 其一曰: ""無始無極寂無爲, 有始有極繁有則。 武定文治先禮讓, 民變時雍宗盤石。"" 其二曰: ""栢枝__蔭修景, 靑衿__逐齋愁。 縱守不求憂亦求, 眞契無憂無所求。"" 其三曰: ""無求必有濟世, 志崇心卑業當廣。 今日略示治世語, 信守常持不汝廷。"" 其四曰: ""大聖昭格降遐福, _予祗承荷天錄。 無怠無荒恒_若, 庶我君臣長保吉。"" 其五曰: ""運流千載明賢衆, 親與諸臣分定訣。 _鍾聲播泮宮裏, 子子孫孫敷時繹。",詩
51,"巡省, 欲知民疾苦也。 今見江原, 地廣人稀, 何以致富庶? 軍需不敷, 何以裕儲峙? 地險路遠, 豈無欲出爲世用而不振者歟? 其各悉陳以對。 將以觀致用之學。",策
52,"其一章曰: ""以心知自心, 以心知他心。 知心自他心, 何者爲眞心?"" 其二章曰: ""仁重義重歟? 禮重智重歟? 四端體同源, 何者非重歟?"" 其三章曰: ""文者經綸歟? 武者經綸歟? 二者爭經綸, 何者眞經綸?"" 其四章曰: ""文是干戚歟? 武是征伐歟? 所云文武道, 布在何方策?"" 其五章曰: ""民非國何護? 國非民何富? 政非寬何裕? 祚非禮何固?"" 其六章曰: ""淸波因風動, 綠柳逐節新。 藥石非因疏, 甘諛豈因親?"" 七章曰: ""堂堂盛之朝, 肅肅整之陣。 修己安百姓, 要在交孚信。"" 其八章曰: ""險隅却生虎, 燈火引死蝶。 莫非貪、嗔、癡, 元由不知實。"" 其九章曰: ""若能眞實知, 廓然空四際。 三界無一物, 何者世出世?",詩
53,"其一章曰: ""天地運四序, 帝王參四儀。 莫非法天地, 治道何異宜?"" 其二章曰: ""上古民俗醇, 標枝而野鹿。 軒轅德亦盛, 如何始爭奪?"" 其三章曰: ""唐、虞尙揖讓, 端拱號無爲。 三苗與匈奴, 如何累盛時?"" 其四章曰: ""三王禮義備, 人文無以加。 時雍與風動, 不逮問如何?"" 其五章曰: ""秦皇肆威暴, 萬世稱不仁。 如何廢封建, 至今猶相因?"" 其六章曰: ""漢 高困平城, 武帝空幕北。 畢竟所成就, 得無優與劣?"" 其七章曰: ""光武致中興, 功業古所無。 如何爲老胡, 傲視期竝驅?"" 其八章曰: ""唐宗恢武烈, 宋祖傳忠厚。 規模固相殊, 末流弊同不?"" 其九章曰: ""王道無不同, 孰得而孰失? 何捨而何取, 何懲而何法?",詩
54,四德四端之說,策
55,"治國當廣收賢才, 隨才任用。 予自卽政以來, 最爲用心, 而緣無智鑑, 故不得廣收, 任用乖道, 故名實不副。 如或能哲, 則雖技之芻牧之中, 而表之公卿之上, 無不可也。 何今世之無聞歟? 將敎不明耶? 化非正耶? 運非亨耶? 道不同耶? 明主無棄才, 而授任之際, 常病於不堪, 何龍_之俊才, 反爲駑斃之腐物乎? 其故何也? 夫人有德有才, 有勇有怯, 有能有劣, 有利有鈍, 有貪有廉, 有輕有重, 有簡有煩, 有愼有擅, 有勤有慢, 有恭有傲, 有直有詐。 如是等病千狀萬樣, 皆是明主之所收用也。 將無_邪而立正, 一而兼之, 合而全之之術邪? 若無弊, 則何必求其兼全, 其弊何也? 歷陳之。 又設險守塞, 養兵撫民, 力農定制, 敦禮尙義, 致治之大本。 設險者何, 守塞者何, 養兵者何, 撫民者何, 力農者何, 定制者何, 敦禮者何, 尙義者何? 必有其要, 歷陳之。 人之道, 不資敎養, 盜心自生。 世之亂, 由乎念起, 身而家, 家而國, 治亂何莫非由念? 何術能持世間百道, 隨質分宗? 如學問之道, 弓馬之道, 二利之道, 雙亡之道, 無非一本, 何術歸源?",策
56,"道有升降, 政由俗革, 自古願治之主, 非不欲化隆俗美也, 而常患人心漸薄, 風俗日_, 其故何耶? 盜賊之源, 皆曰起於貧窮, 今之爲盜者, 率皆豪悍之徒, 其間才人、白丁, 十常八九, 雖使與平民雜處, 尙不從化。 數百年來, 自成一俗, 根株旣未可盡去, 不去則寇盜不絶, 將何術以處之? 且刑以詰姦去暴, 而必欲窮治, 則官吏有濫刑之弊, 不嚴考訊, 則姦暴無伏辜之理, 欲使刑不濫而情必輸, 亦何術以致之? 聽民告訴, 欲其伸_, 抑達下情也, 而告_成風, 雖不干自己之_, 部民訴守令, 胥徒告官吏。 欲禁之, 則言路塞, 而_抑莫伸; 盡聽之, 則上下相陵, 而風俗日壞, 將何處而可乎? 此三者, 皆當世急務, 稽之於古, 亦皆有之, 子大夫講之熟矣, 援古證今, 悉陳無隱。",策
57,"予承先志, 思有以繼志述事, 而未得其道。 竊念爲政莫如養民。 年不至凶, 而民食不裕何也? 將由徵斂無節歟? 三農失時歟? 賑救無術歟? 裕民莫如均賦。 賦非不均, 而民苦於輸納何歟? 將由所收不因所産歟? 所産不足支所收歟? 安民莫如_盜。 法非不嚴, 而成群_掠, 民甚受害何也? 將由捕盜之法不密歟? 官吏慢於奉行, 遂使滋蔓至此歟? 必有救之之術, 子大夫其悉陳之。",策
58,"擬唐 秦王 世民, 賀平定竇建德、王世充。",表
59,"予以幼沖, 承祖宗艱大之業, 夙夜祗懼, 罔知攸濟。 卽位之初, 乃遭天譴, 旱乾爲災, 近歲所無, 其必人事有以召之, 予甚懼焉。 邇者, 國家多事, 民生困_, 儲峙虛耗。 今又年穀不登, 四方之民, 悉憂阻飢, 將何術以救之? 自古, 救荒之目, 非一。 在今, 何者爲先務乎? 又念爲國當尙節義, 以正士習。 近者, 士習不正, 廉恥道喪, 其故何歟? 人心不古若歟? 紀綱有未振歟? 伊欲使人人, 尙節義、勵廉恥, 其道何由? 予累下求言之敎, 人莫敢言。 子大夫, 窮經抱道, 皆有經濟之策, 其各悉陳無隱。",策
60,"帝王之治天下國家, 必有其道, 以何道而臻至理歟? 雖古盛治之主, 一有所失, 終累善政。 予以幼沖, 嗣大歷服, 夙夜祗懼, 凡所施爲, 罔知攸措。 若之何, 則政得其道, 可以成善治歟? 比年凶_, 南方尤甚, 發倉賑救, 軍儲告_, 若之何, 則倉_復實, 而軍儲有裕歟? 倭人往來, 比前爲多, 供億之需, 動以萬計。 將欲絶之, 則有乖懷柔之義; 一從其欲, 則其費無窮。 若之何, 則待之得其道, 而無弊歟? 子大夫必有能言之者, 其各悉心以對。",策
61,"予以寡昧, 嗣守丕基。 仰惟前代時若, 圖臻至理, 敬天勤民, 夙夜兢_。 乃何比年以來, 凶_相仍, 今又東事方興, 亢陽踰時歟? 豈予之刑政失宜, 誠未上格, 澤未下究, 致怨傷和, 有以感召耶? 若之何, 則己德不爽, 朝政無闕, 以收中和、位育之極功乎? 守令, 民之父母也, 故任用之時, 疇咨愼簡, 務得賢能, 以委字牧。 乃何廉平者寡, 而貪汚者屢聞歟? 若之何, 則列邑皆得其良吏, 而三異之政復見於今歟? 兵者, 國之干城也, 故予嘗軫念, 均其番休, 優其帖丁, 簡閱以時, 訓鍊不怠, 減其額, 而刷其冗。 乃何軍士精力者少而羸弱者多乎? _有緩急, 將焉用之? 若之何, 則士皆精强, 而競迪果毅乎? 廣土衆民, 王政之所先也, 三峯島在我江原之境, 土地沃饒, 民多往居之故, 自世宗朝, 遣人尋之, 而未得。 若之何, 則得其地, 使居民衆乎? 或言: ""海道險阻, 雖得無益, 不如置之。"" 此說何如? 凡此數事, 莫非經濟之策, 子大夫亦嘗講究, 而欲陳者也, 其各悉心以對。 予將觀有用之才。",策
62,"人感於下, 則天應於上, 休咎之徵, 各以類應。 唐堯聖德克治之主, 而有 ‘_水警予’ 之災, 魯哀微弱衰世之君, 有西狩獲麟之祥, ‘天命不僭’, 果未足信歟? 予以寡昧, 嗣守祖宗艱大之業, 夕_寅恭, 猶恐獲戾于上下, 畏天恤民, 宵_不遑。 比年以來, 風雨失節, 旱蝗爲災, 豈予之失德闕政, 感召而然歟? 每下求言之敎, _聞救時之策, 忠_直實者蓋寡, 是豈有犯無隱之義乎? 今予虛襟欲聞淸語, 如有可言, 勿匿爾志。 善人邦家之基, 聖帝ㆍ明王莫不以得人才爲務。 歷代任用之方、治亂ㆍ安危之跡, 可得聞其詳歟? 今也試取、擧薦、銓注、陞黜之法, 非不詳也, 而或有智藏關在之患, 若之何, 則知人能官任用, 皆當而庶績咸熙, 以臻至理歟? 子大夫講究有素, 其各悉心以對",策
63,"自古善爲治者, 不過知人善任而已。 昔越 范_佐句踐, 滅吳而去, (吳子胥)〔伍子胥〕諫夫差, 不聽而不去, 終蹈其禍。 不當去而去, 當去而不去, 其於進退出處之機, 孰得而孰失歟? 漢 順帝之討西羌也, 用馬賢爲將, 馬融諫其不可, 帝終不聽, 遂見敗_。 蓋易之不可, 不易亦不可, 臨陳易將, 從中遙制, 皆兵家所忌, 何以則可? 高麗之時, 哈丹、契丹、蒙古、紅寇, 屢侵我西北鄙, 爲耗孔熾, 或直至開京。 西北列邑無城郭而然歟? 將帥不得其人歟? 防戍不得其策歟? 其制勝之策, 孰爲可稱者歟? 我北方隣於野人, 長城有未畢築。 築之則民力先困, 不築則賊變不息, 若之何而可? 予以否德, _主臣民, 七年于玆, 夙夜兢_。 然賢俊未登, 邊鄙未寧, 是必用賢不盡其才, 用將不得其人。 何以則可? 諸生通經史, 識時務, 悉心以對。 予親覽而用之",策
64,"帝王之治, 知人爲先, 知人之明, 惟帝其難之。 《語》曰: ‘歲寒然後知松栢之後彫’, 必待危難之時, 知其節固矣, 當平常無事之日, 何以辨其邪正耶? 將者國之司命, 不可不預求而任之。 有仗將, 有智將, 有勇將, 將非一道, 何以知而用之耶? 抑有優劣緩急之可言歟? 漢 高創業, 光武中興, 皆知人善任, 不世出之主也。 然一則能保全功臣, 一則不能焉, 假使韓、彭遇光武, 寇、鄧遇高祖, 亦當如是耶? 子大夫其各悉心以對。",策
65,"君子之學, 莫先於窮理。 能窮其理, 則於天下事何有? 至如日初出望之大, 而至於天中則小。 若是則日之出也, 宜乎熱而反寒, 漸遠也, 不宜熱而反熱何歟? 日之行有常度, 其遠近寒熱之異, 亦可言歟? 日陽精, 月陰精, 日則無象可見, 月中有影何歟? 凡物必有所倚, 天地, 物之至大者, 何所倚而終古不毁歟? 子大夫其各紬繹以對。 將以觀窮理之學。",策
66,表擬本國請許收買弓角,表
67,擬周室群臣賀親迎周公表,表
68,萊公 《竹古詩》,詩
69,"予以寡昧, _承祖宗丕基, 夙夜兢_臨政, 願治十有一年, 而治未加進。 每覽帝王成敗、得失、治亂、興亡之迹, 未嘗不慕其善者而法之, 鑑其惡者而戒之。 然帝王之行事雖同, 而其取效各異。 高宗之遜志時敏, 文王之緝熙敬止, 漢 靈之好文學, 隋 煬之善屬文, 其好學一也, 而興亡不同。 帝舜之無怠無荒, 文王之不遑暇食, 秦皇之衡石程書, 隋 文之衛士傳餐, 其勤政一也, 而成敗不同。 成湯之於伊尹, 高宗之於傅說, 德宗之於盧杞, 神宗之於安石, 其任人一也, 而治亂不同。 帝舜之恤刑, 文王之愼罰, 梁 武帝之泣死刑, 唐 太宗之縱死囚, 其愼刑一也, 而得失不同。 其故何也? 今予之於四者, 非不軫慮, 而未得其要。 若何而學問得其正, 勤政得其宜, 任人得其當, 刑罰得其中歟? 抑有問焉。 待夷之道, 不可不謹, 今三浦倭人, 與吾民雜處, 其來已久, 絶之則必生_隙, 留之則必有後日之患, 將何處而宜歟? 子大夫博古通今, 必有能言是者, 其各悉心以對。 予將親覽焉。",策
70,明鏡賦,賦
71,擬商室群臣請停遷都表,表
72,擬唐宰相乞貸韓愈貶潮州表,表
73,"禮、樂、刑、政, 四達而不悖, 王道備矣。 唐、虞三代, 無以議爲也, 漢、唐、宋明君誼_, 不爲不多矣, 於四者, 孰得孰失歟? 予以寡昧, _承丕緖, 夙夜祗懼, 常以四者爲念, 庶幾古先之治, 而猶未得其要。 夫禮者, 辨上下, 定民志, 朝廷果有綱維, 下敬上、賤承貴乎? 樂以官天地, 和神人, 果有事得序、物得和乎? 刑者, 輔治之具也, 何以使獄訟簡, 而刑措不用歟? 政者爲治之本, 何以使風俗淳, 而敎化流行歟? 大抵爲天下國家, 若論於古, 必不通於今, 若宜於今, 必不合於古。 伊欲通今, 而不悖於古, 法古而不駭於今, 何術以致之? 子大夫博古通今, 待問久矣, 某事朝廷之急務, 而不能先, 某事當今之巨疵, 而不能祛歟, 毋襲於陳腐, 毋汨於事情, 其悉陳之",策
74,"自古, 帝王相承, 自有統緖。 唐、虞、三代, 不可尙已, 繼周者, 秦也, 而先儒以秦爲閏, 何歟? 繼漢者, 魏也, 而司馬光以魏爲正統, 朱子舍魏, 而以昭烈爲正統, 何歟? 符秦、元魏, 雖夷狄之主, 據有中原, 區區晋、宋, 偏保江左, 而其正統之取舍, 何意歟? 其他十六國、南北朝、五季之間, 紛紛割據, 各有名字, 亦各得其正統歟? 先儒正統之論不同, 何歟? 宋室不競, 而遼、金二國, 半有天下, 獨以宋爲正統, 何歟? 元雖混一, 而夷狄腥_之醜, 與遼、金無異, 繼宋爲正統, 其可乎? 不可乎? 諸生博古通今, 其於正統之說, 講之熟矣。 其各悉心以對。",策
75,"予以寡昧, 嗣守祖宗丕基, 常思保邦備邊之策, 而未得其要。 顧惟我國, 南北受敵, 在高句麗, 能抗隋、唐, 而天下稱爲强國, 其所以禦之者, 何策何人歟? 及前朝, 有契丹、蒙古、哈丹之患, 而卒有紅寇之禍, 其所以制勝者, 抑何策何人歟? 今建州、毛憐, 雖_爾小寇, __結怨, 侵擾邊境, 積有年紀, 其撫馭之方, 處之實難。 以近日之事言之, 天朝有徵師助戰之詔, 違之則非敵王所愾之義, 助戰之師一擧, 而結怨尤深, 窺_彊場, _然未已。 況唐人之被野人槍虜者, 逃_來投, 一一解送, 其怨亦深, 是固可乎? 不可乎? 脫有邊境之禍, 如契丹、蒙古、哈丹者, 則用將當何如? 用兵當何如? 芻粟亦何如耶? 島夷之患, 始於新羅, 而極於麗季, 抑有制勝, 得其策者乎? 自祖宗開國以來, 投誠納款, 受廛爲氓, 散處沿海, 其撫之之方, 何如而得其宜乎? 昔晋室處戎於內, 而卒致五胡之亂, 其預備之策, 抑有術乎? 且備北之與備南, 孰重而孰輕, 孰緩而孰急歟? 凡用兵之道, 當將得其人, 將有五德, 古之五德兼備者, 誰歟? 能用五德者, 誰歟? 必須五德乃備, 然後可將乎? 雖不備, 亦可將乎? 今之育將、將何以使五德兼備乎? 古之帝王, 將將爲難, 若之何而能將將耶? 子大夫, 其各悉心以對。",策
